"importId";"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"company.importId";"compatibleAccounts";"useForPartnerBalance"
960;781700;781000;"Reversals of impairment of assets";"income";;1;;
961;781730;781700;"Stocks and work in progress";"income";;1;;
962;781740;781700;"Claims";"income";;1;;
963;786000;78;"Reversals of impairment losses and provisions (to be included in financial income)";"income";;1;;
964;786500;786000;"Financial Provision reversals";"income";;1;;
965;786600;786000;"Reversals of impairment losses on financial items";"income";;1;;
966;786620;786600;"Financial assets";"income";;1;;
967;786650;786600;"Marketable securities";"income";;1;;
968;787000;78;"Reversals of impairment losses and provisions (the register in extraordinary income)";"income";;1;;
969;787200;787000;"Reversal of regulated provisions (capital)";"income";;1;;
970;787250;787200;"Depreciation allowances";"income";;1;;
971;787260;787200;"Special revaluation reserve";"income";;1;;
972;787270;787200;"Capital gains reinvested";"income";;1;;
973;787300;787000;"Reversals of provisions regulated (stocks)";"income";;1;;
974;787400;787000;"Reversal of other provisions regulated";"income";;1;;
975;787500;787000;"Reversals of provisions for exceptional";"income";;1;;
976;787600;787000;"Reversals of impairment losses for";"income";;1;;
977;79;"CL7";"Expense transfers";"view";;1;;
978;791000;79;"Transfers of operating expenses";"income";;1;;
979;796000;79;"Transfers of financial charges";"income";;1;;
980;797000;79;"Transfers exceptional costs";"income";;1;;
981;80;"CL8";"Commitments";"view";;1;;
982;801000;80;"Commitments made by the entity";"commitment";;1;;
983;801100;801000;"Endorsements, guarantees";"commitment";;1;;
984;801400;801000;"Effects flowing in the back of the entity";"commitment";;1;;
985;801600;801000;"Leasing charges remaining";"commitment";;1;;
986;801610;801600;"Equipment leasing";"commitment";;1;;
987;801650;801600;"Property leasing";"commitment";;1;;
988;801800;801000;"Other commitments";"commitment";;1;;
989;802000;80;"Commitments received by the entity";"commitment";;1;;
990;802100;802000;"Endorsements, guarantees";"commitment";;1;;
991;802400;802000;"Unmatured claims expected";"commitment";;1;;
992;802600;802000;"Commitments received for use in leasing";"commitment";;1;;
993;802610;802600;"Equipment leasing";"commitment";;1;;
994;802650;802600;"Property leasing";"commitment";;1;;
995;802800;802000;"Other commitments received";"commitment";;1;;
996;809;80;"For commitments";"view";;1;;
997;809100;809;"Consideration 801";"commitment";;1;;
998;809200;809;"Consideration 802";"commitment";;1;;
999;88;"CL8";"Results pending allocation";"view";;1;;
1000;89;"CL8";"Balance Sheet";"view";;1;;
1001;890000;89;"Opening balance";"special";;1;;
1002;891000;89;"Closing balance";"special";;1;;
