"importId";"partnerSeq";"partnerTypeSelect";"isContact";"name";"firstName";"titleSelect";"language.code";"mainInvoicingAddress.importId";"deliveryAddress.importId";"email";"fixedPhone";"mobilePhone";"bankDetails.importId";"invoiceSendingFormatSelect";"paymentMode.code";"paymentCondition.code";"partnerCategory.code";"currency.code";"blocking.importId";"rejectCounter";"companySet_importId";"customerAccount_code";"supplierAccount_code";"mainPartner_importId";"isCustomer";"customerTypeSelect";"isSupplier";"supplierTypeSelect";"industrySectorSelect";"userInfo.importId";"team.importId";"source.id"
1007;"T00273";2;"false";"CARON";"Simon";1;"fr";181;181;"s.caron@yahoo.com";"01.75.85.12.99";"07.41.35.74.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;14;1;9
1008;"T00274";2;"false";"AUBERT";"Luc";1;"fr";200;200;"l.aubert@gmail.com";"01.60.97.71.99";"07.18.73.54.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;15;2;12
1009;"T00275";2;"false";"KOUMASSI";"Rahoua";2;"fr";313;313;"r.koumassi@foxmail.com";"01.29.58.49.99";"06.10.99.76.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;7
1010;"T00276";2;"false";"RENAUD";"Mélanie";2;"fr";314;314;"m.renaud@gmail.com";"04.81.91.59.99";"07.70.61.88.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;15;2;6
1011;"T00277";2;"false";"LEMOINE";"Julie";2;"fr";315;315;"j.lemoine@gmail.com";"04.94.20.73.99";"07.73.23.59.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;15;2;8
1012;"T00278";2;"false";"PICARD";"Anna";2;"fr";331;331;"a.picard@yahoo.com";"04.79.67.80.99";"06.45.25.47.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;8
1013;"T00279";2;"false";"GAILLARD";"François";1;"fr";332;332;"f.gaillard@gmail.com";"04.88.94.78.99";"06.62.47.53.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;15;2;9
1014;"T00280";2;"false";"DUPUIS";"Laurence";2;"fr";333;333;"l.dupuis@gmail.com";"04.56.28.91.99";"06.15.78.76.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;7
1015;"T00281";2;"false";"OLIVIER";"Elise";2;"fr";334;334;"e.olivier@foxmail.com";"04.72.46.11.99";"06.66.56.42.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;15;2;13
1016;"T00282";2;"false";"RODRIGUEZ";"Anna";2;"fr";351;351;"a.rodriguez@gmail.com";"04.75.11.10.99";"06.27.67.34.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;14;1;7
1017;"T00283";2;"false";"DA SILVA";"Paul";1;"fr";352;352;"p.da silva@msn.com";"04.86.70.26.99";"06.91.86.62.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;9
1018;"T00284";2;"false";"KA";"Salima";2;"fr";353;353;"s.ka@msn.com";"04.65.59.21.99";"06.63.43.99.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;2
1019;"T00285";2;"false";"RIVIERE";"Jean-Charles";1;"fr";354;354;"j.riviere@msn.com";"04.81.30.29.99";"06.85.46.10.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;14
1020;"T00286";2;"false";"LE GALL";"Marion";2;"fr";441;441;"m.le gall@gmail.com";"04.31.35.26.99";"07.73.55.94.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;7
1021;"T00287";2;"false";"ABBOU";"Mustapha";1;"fr";442;442;"m.abbou@gmail.com";"04.88.98.10.99";"06.70.15.70.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;11
1022;"T00288";2;"false";"GONZALEZ";"Luca";1;"fr";443;443;"l.gonzalez@msn.com";"05.44.56.40.99";"06.66.54.16.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;14;1;13
1023;"T00289";2;"false";"BERGER";"Grégory";1;"fr";444;444;"g.berger@msn.com";"05.67.74.60.99";"07.73.41.28.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;8
1024;"T00290";2;"false";"LECOMTE";"Arnaud";1;"fr";591;591;"a.lecomte@yahoo.com";"05.89.88.30.99";"07.26.80.30.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;1
1025;"T00291";2;"false";"MENARD";"Fabrice";1;"fr";592;592;"f.menard@foxmail.com";"05.49.53.41.99";"07.74.42.90.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;8
1026;"T00292";2;"false";"CARPENTIER";"Elisa";2;"fr";631;631;"e.carpentier@gmail.com";"05.38.40.92.99";"06.85.49.95.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;1
1027;"T00293";2;"false";"HABBAS";"Mohamed";1;"fr";671;671;"m.abbas@foxmail.com";"05.54.47.90.99";"07.91.29.15.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;13;1;5
1028;"T00294";2;"false";"GUILLAUME";"Anne-Lise";2;"fr";13004;13004;"a.guillaume@yahoo.com";"05.88.52.32.99";"07.93.22.82.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;12
1029;"T00295";2;"false";"ADAM";"Enzo";1;"fr";13005;13005;"e.adam@yahoo.com";"05.78.85.33.99";"06.38.53.47.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;4
1030;"T00296";2;"false";"BA";"Anyssa";2;"fr";13006;13006;"a.ba@foxmail.com";"05.57.61.56.99";"07.39.35.96.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;16;2;14
1031;"T00297";2;"false";"MENACER";"Brahim";1;"fr";13007;13007;"b.menacer@msn.com";"04.39.10.31.99";"07.37.59.90.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;15;2;8
1032;"T00298";2;"false";"HABIDI";"Yacoub";1;"fr";13008;13008;"y.abidi@foxmail.com";"04.45.92.15.99";"07.97.10.45.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;15;2;1
1033;"T00299";2;"false";"MEYER";"Philippe";1;"fr";75019;75019;"p.meyer@gmail.com";"04.52.66.34.99";"07.31.30.96.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;17;3;9
1034;"T00300";2;"false";"LUCAS";"Julien";1;"fr";75018;75018;"j.lucas@yahoo.com";"03.55.14.49.99";"06.23.65.59.99";;"email";"IN_CB";"15JRNET";"INDIV";"EUR";;;1;411100;401100;;"true";2;"false";;;17;3;13
1035;"T00301";2;"false";"BAKER";"Nancy";2;"en";4002;240;"n.baker@msn.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";8
1036;"T00302";2;"false";"GONZALEZ";"Karen";2;"en";4004;241;"k.gonzalez@foxmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";1
1037;"T00303";2;"false";"NELSON";"Betty";2;"en";4005;242;"b.nelson@msn.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";13
1038;"T00304";2;"false";"CARTER";"Helen";2;"en";4006;243;"h.carter@foxmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";8
1039;"T00305";2;"false";"MITCHELL";"Sandra";2;"en";4008;244;"s.mitchell@gmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";12
1040;"T00306";2;"false";"PEREZ";"Donna";2;"en";10004;245;"d.perez@yahoo.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";11
1041;"T00307";2;"false";"ROBERTS";"Carol";2;"en";10008;246;"c.roberts@gmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";4
1042;"T00308";2;"false";"TURNER";"Ruth";2;"en";10014;247;"r.turner@yahoo.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";11
1043;"T00309";2;"false";"PHILLIPS";"Sharon";2;"en";10018;248;"s.phillips@foxmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";10
1044;"T00310";2;"false";"CAMPBELL";"Michelle";2;"en";10022;249;"m.campbell@gmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";8
1045;"T00311";2;"false";"PARKER";"Laura";2;"en";10027;250;"l.parker@gmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";11
1046;"T00312";2;"false";"EVANS";"Sarah";2;"en";10032;251;"s.evans@foxmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";11
1047;"T00313";2;"false";"EDWARDS";"Kimberly";2;"en";10035;252;"k.edwards@msn.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";4
1048;"T00314";2;"false";"COLLINS";"Deborah";2;"en";10039;253;"d.collins@foxmail.com";;;;"email";"IN_VIR";"15JRFDM";"INDIV";"USD";;;1;411100;401100;;"true";2;"false";;;17;"3";12
90000;"T00315";1;"false";"Olexane";;;"fr";90000;90000;"info@olexane.com";"01.10.79.99.69";;;"emailpaper";"IN_CHQ";"30JRFDM";"SME";"EUR";;;1;411100;401100;;"false";;"false";;;;;
90001;"T00316";2;"true";"MARQUES";"Yoann";1;"fr";90000;90000;"y.marques@olexane.com";"01.10.79.99.70";;;;;;;;;;1;;;;"false";;"false";;;;;
90002;"T00317";2;"true";"ROBERT";"Lucy";2;"fr";90000;90000;"l.robert@olexane.com";"01.10.79.99.71";;;;;;;;;;1;;;;"false";;"false";;;;;
90003;"T00318";2;"true";"RICHARD";"Lucas";1;"fr";90000;90000;"l.richard@olexane.com";"01.10.79.99.72";;;;;;;;;;1;;;;"false";;"false";;;;;
90004;"T00319";2;"true";"HERVE";"Loic";1;"fr";90000;90000;"l.herve@olexane.com";"01.10.79.99.73";;;;;;;;;;1;;;;"false";;"false";;;;;
90005;"T00320";2;"true";"CLEMENT";"Arnaud";2;"fr";90000;90000;"a.clement@olexane.com";"01.10.79.99.74";;;;;;;;;;1;;;;"false";;"false";;;;;
90006;"T00321";2;"true";"DA";"Jeremy";1;"fr";90000;90000;"j.da@olexane.com";"01.10.79.99.75";;;;;;;;;;1;;;;"false";;"false";;;;;
90007;"T00322";2;"true";"SILVA";"Daniel";1;"fr";90000;90000;"d.silva@olexane.com";"01.10.79.99.76";;;;;;;;;;1;;;;"false";;"false";;;;;
90008;"T00323";2;"true";"MARCHAL";"Greg";1;"fr";90000;90000;"g.marchal@olexane.com";"01.10.79.99.77";;;;;;;;;;1;;;;"false";;"false";;;;;
90009;"T00324";2;"true";"MARTIN";"Charles";1;"fr";90000;90000;"c.martin@olexane.com";"01.10.79.99.78";;;;;;;;;;1;;;;"false";;"false";;;;;
90010;"T00325";2;"true";"FERRER";"Kevin";1;"fr";90000;90000;"k.ferrer@olexane.com";"01.10.79.99.76";;;;;;;;;;1;;;;"false";;"false";;;;;
90011;"T00326";2;"true";"FERRAND";"Charles";1;"fr";90001;90000;"c.ferrand@olexane.com";"01.10.79.99.77";;;;;;;;;;1;;;;"false";;"false";;;;;
90012;"T00327";2;"true";"RAYMOND";"Tony";1;"fr";90002;90000;"t.raymond@olexane.com";"01.10.79.99.78";;;;;;;;;;1;;;;"false";;"false";;;;;
90013;"T00328";2;"true";"LAMY";"Thomas";1;"fr";90003;90000;"t.lamy@olexane.com";"01.10.79.99.79";;;;;;;;;;1;;;;"false";;"false";;;;;
90014;"T00329";2;"true";"GIRAULT";"Anne";2;"fr";90004;90000;"a.girault@olexane.com";"01.10.79.99.80";;;;;;;;;;1;;;;"false";;"false";;;;;
90015;"T00330";2;"true";"GEOFFROY";"Dimitri";1;"fr";90000;90000;"d.geoffroy@olexane.com";"01.10.79.99.81";;;;;;;;;;1;;;;"false";;"false";;;;;
90016;"T00331";2;"true";"DAVID";"Alex";1;"fr";90000;90000;"a.david@olexane.com";"01.10.79.99.82";;;;;;;;;;1;;;;"false";;"false";;;;;
90017;"T00332";2;"true";"ANDRE";"William";1;"fr";90000;90000;"w.andre@olexane.com";"01.10.79.99.83";;;;;;;;;;1;;;;"false";;"false";;;;;
90018;"T00333";2;"true";"LOUIS";"Victoria";2;"fr";90000;90000;"v.louis@olexane.com";"01.10.79.99.84";;;;;;;;;;1;;;;"false";;"false";;;;;
90019;"T00334";2;"true";"RICHARD";"Simon";1;"fr";90000;90000;"s.richard@olexane.com";"01.10.79.99.85";;;;;;;;;;1;;;;"false";;"false";;;;;
90020;"T00335";2;"true";"MAURIN";"David";1;"fr";90000;90000;"d.maurin@olexane.com";"01.10.79.99.86";;;;;;;;;;1;;;;"false";;"false";;;;;
90021;"T00336";2;"true";"FERNANDES";"Cyril";1;"fr";90000;90000;"c.fernandes@olexane.com";"01.10.79.99.87";;;;;;;;;;1;;;;"false";;"false";;;;;
90022;"T00337";2;"true";"COSTA";"Robin";1;"fr";90000;90000;"r.costa@olexane.com";"01.10.79.99.88";;;;;;;;;;1;;;;"false";;"false";;;;;
90023;"T00338";2;"true";"COLIN";"Romane";2;"fr";90000;90000;"r.colin@olexane.com";"01.10.79.99.89";;;;;;;;;;1;;;;"false";;"false";;;;;
90024;"T00339";2;"true";"COHEN";"Sophie";2;"fr";90000;90000;"s.cohen@olexane.com";"01.10.79.99.90";;;;;;;;;;1;;;;"false";;"false";;;;;
99000;"T00340";1;"false";"Axelor";;;"fr";99000;99000;"info@axelor.com";"01.83.64.06.50";;;"emailpaper";"IN_CB";"15JRNET";"SME";"EUR";;;1;411100;401100;;"false";;"false";;;;;
